1703686676115563776,0.00057,0.00021,-0.00006,0.99996,0.00930,0.00173,-0.00019,-0.04832,-0.01093,-0.06960,
1703686676182155008,-0.00066,-0.00005,-0.00291,0.99995,0.00911,0.00397,-0.00022,-0.01963,-0.00403,-0.03962,
1703686676248743168,-0.00208,-0.00031,-0.00579,0.99995,0.00909,0.00400,-0.00026,-0.02259,-0.00444,-0.04632,
1703686676315331328,-0.00362,-0.00066,-0.00908,0.99995,0.00908,0.00399,-0.00030,-0.02350,-0.00604,-0.05271,
1703686676381917184,-0.00211,-0.00035,-0.00705,0.99995,0.00896,0.00429,-0.00020,-0.01049,-0.00382,-0.03715,
1703686676448502784,-0.00103,-0.00015,-0.00521,0.99995,0.00895,0.00457,-0.00023,-0.00548,-0.00106,-0.02734,
1703686676515085824,-0.00035,0.00011,-0.00366,0.99995,0.00883,0.00495,-0.00023,-0.00277,-0.00013,-0.02007,
1703686676581668864,-0.00054,0.00006,-0.00514,0.99995,0.00881,0.00483,-0.00026,-0.00253,-0.00066,-0.02428,
1703686676648249600,-0.00071,0.00005,-0.00690,0.99995,0.00880,0.00478,-0.00029,-0.00123,0.00062,-0.02914,
1703686676714829824,0.00054,0.00019,-0.00434,0.99995,0.00854,0.00424,-0.00060,0.02109,0.00309,-0.02361,
1703686676781407744,0.00311,0.00038,-0.00620,0.99996,0.00842,0.00346,-0.00056,0.05632,0.00206,-0.03300,
1703686676848004096,0.00866,0.00047,-0.00878,0.99996,0.00881,0.00171,0.00065,0.10944,0.00105,-0.04180,
1703686676914600960,0.01718,0.00060,-0.01150,0.99996,0.00855,0.00124,0.00024,0.14132,0.00515,-0.04005,
1703686676981197824,0.02618,0.00090,-0.00660,0.99997,0.00600,0.00278,-0.00278,0.14517,0.01258,-0.01276,
1703686677047793152,0.03565,0.00232,-0.00705,0.99995,0.00041,0.00804,-0.00671,0.14207,0.03287,-0.00386,
1703686677114386432,0.04669,0.00287,-0.00709,0.99984,-0.00200,0.01512,-0.00910,0.16672,0.05374,-0.02691,
1703686677180979200,0.05839,0.00662,-0.00948,0.99976,0.00000,0.02013,-0.00907,0.18224,0.05049,-0.04737,
1703686677247569920,0.07077,0.00810,-0.01251,0.99971,0.00353,0.02215,-0.00819,0.18693,-0.00899,-0.04843,
1703686677314160128,0.08341,0.00547,-0.01666,0.99966,0.00784,0.02423,-0.00568,0.19678,-0.07615,-0.08067,
1703686677380748032,0.09890,-0.00315,-0.02311,0.99962,0.00912,0.02614,-0.00053,0.28919,-0.17617,-0.11301,
1703686677447335680,0.12187,-0.01581,-0.03113,0.99943,0.01403,0.03068,0.00322,0.38718,-0.18154,-0.08827,
1703686677513921280,0.14911,-0.02406,-0.03269,0.99911,0.03065,0.02810,0.00646,0.41578,-0.07718,0.00896,
1703686677580506368,0.17585,-0.02879,-0.03315,0.99912,0.03609,0.02152,-0.00024,0.39667,-0.07426,-0.02747,
1703686677647088896,0.20238,-0.03382,-0.03749,0.99929,0.03215,0.01669,-0.00988,0.40408,-0.06813,-0.10653,
1703686677713671680,0.23023,-0.03786,-0.04464,0.99942,0.01806,0.01711,-0.02307,0.44227,-0.04864,-0.09624,
1703686677780251904,0.26124,-0.03993,-0.05011,0.99905,0.01697,0.01751,-0.03624,0.48527,-0.04439,0.00499,
1703686677846847232,0.28759,-0.04537,-0.02854,0.99893,0.01598,0.00895,-0.04252,0.52037,-0.13088,0.06088,
1703686677913443072,0.31779,-0.05622,-0.01612,0.99904,0.01962,0.00215,-0.03911,0.51821,-0.15065,-0.01697,
1703686677980038656,0.34974,-0.06567,-0.01087,0.99909,0.02906,-0.00182,-0.03102,0.54181,-0.17856,-0.06172,
1703686678046631936,0.38784,-0.07947,-0.01616,0.99910,0.03632,-0.00014,-0.02173,0.58111,-0.25539,-0.02673,
1703686678113224448,0.42211,-0.07687,-0.00716,0.99906,0.04149,0.00204,-0.01221,0.57390,-0.07046,0.21183,
1703686678179815168,0.45800,-0.07992,0.00552,0.99874,0.04884,0.00155,-0.01120,0.50170,-0.05628,0.14529,
1703686678246405632,0.49010,-0.08041,0.01002,0.99888,0.04331,0.00460,-0.01833,0.44824,-0.06038,0.04366,
1703686678312993536,0.51983,-0.08414,0.01119,0.99888,0.03567,0.00682,-0.03021,0.45507,-0.05581,0.00375,
1703686678379580928,0.55120,-0.08751,0.01048,0.99854,0.02608,0.01111,-0.04605,0.49178,-0.04373,-0.03173,
1703686678446167552,0.58474,-0.08933,0.01324,0.99788,0.02843,0.00843,-0.05794,0.52768,-0.03766,0.07294,
1703686678512751616,0.61985,-0.09139,0.01540,0.99768,0.02712,-0.00518,-0.06224,0.51872,-0.03012,0.01574,
1703686678579335168,0.65394,-0.11675,-0.00665,0.99779,0.02871,-0.01138,-0.05882,0.53586,-0.10469,-0.04072,
1703686678645916672,0.69282,-0.12545,-0.01121,0.99806,0.03195,-0.00981,-0.05244,0.60365,-0.15843,-0.08814,
1703686678712497664,0.73577,-0.13466,-0.01105,0.99855,0.02917,-0.00416,-0.04513,0.61064,-0.12736,0.09410,
1703686678779076608,0.77461,-0.14019,-0.00395,0.99858,0.03038,-0.01181,-0.04224,0.55265,-0.06581,0.08441,
1703686678845671168,0.80806,-0.14505,-0.00052,0.99851,0.02908,-0.01376,-0.04399,0.45461,-0.06879,0.01310,
1703686678912268288,0.83621,-0.14311,-0.00400,0.99857,0.02131,-0.00890,-0.04831,0.40999,-0.00508,-0.04567,
1703686678978864640,0.86247,-0.14149,-0.00662,0.99857,0.01152,-0.00301,-0.05206,0.36548,0.04043,0.00968,
1703686679045459200,0.88910,-0.14014,-0.00017,0.99843,0.00883,-0.00108,-0.05533,0.25591,-0.00852,0.08902,
1703686679112053504,0.90193,-0.14244,0.00291,0.99835,0.01010,0.00207,-0.05653,0.13410,-0.05859,-0.01251,
1703686679178645248,0.91718,-0.14933,0.00078,0.99831,0.01436,-0.00024,-0.05632,0.07438,-0.10655,-0.02121,
1703686679245236992,0.92366,-0.15694,0.00111,0.99820,0.01675,0.00494,-0.05732,0.02489,-0.12004,0.02314,
1703686679311826176,0.92355,-0.16357,0.00227,0.99804,0.02027,0.00788,-0.05868,-0.01827,-0.07839,0.01745,
1703686679378415360,0.92850,-0.16718,0.00248,0.99787,0.02076,0.00759,-0.06130,-0.00024,-0.03449,-0.00627,
1703686679445001728,0.92974,-0.16769,0.00138,0.99759,0.01877,0.00525,-0.06664,0.01755,0.00756,-0.02187,
1703686679511588608,0.93171,-0.16649,0.00060,0.99743,0.01807,0.00573,-0.06905,0.04297,0.02331,-0.00699,
1703686679578172928,0.93539,-0.16527,-0.00021,0.99756,0.01783,0.00467,-0.06739,0.06194,0.00995,-0.01455,
1703686679644756736,0.93933,-0.16528,-0.00097,0.99774,0.01669,0.00384,-0.06490,0.05385,-0.00686,-0.01229,
1703686679711339520,0.94230,-0.16594,-0.00194,0.99782,0.01530,0.00289,-0.06407,0.03082,-0.00983,-0.01818,
1703686679777920000,0.94332,-0.16627,-0.00302,0.99771,0.01482,0.00303,-0.06598,-0.00088,-0.00007,-0.00516,
1703686679844515072,0.94225,-0.16572,-0.00282,0.99742,0.01232,0.00288,-0.07068,-0.02841,0.01886,0.00345,
1703686679911111424,0.94009,-0.16403,-0.00262,0.99720,0.01045,0.00261,-0.07395,-0.03362,0.03043,0.00412,
1703686679977707264,0.94313,-0.16765,-0.00213,0.99709,0.01065,0.00292,-0.07549,-0.01302,0.01519,-0.00175,
1703686680044300800,0.94287,-0.16668,-0.00244,0.99709,0.00963,0.00424,-0.07550,0.00703,0.01470,-0.00682,
1703686680110894080,0.94377,-0.16576,-0.00308,0.99718,0.00879,0.00569,-0.07427,0.01625,0.01394,-0.01270,
1703686680177485056,0.94513,-0.16547,-0.00255,0.99719,0.00764,0.00605,-0.07423,0.01075,0.00988,-0.00108,
1703686680244076032,0.94531,-0.16486,-0.00254,0.99715,0.00615,0.00549,-0.07505,-0.00555,0.00877,0.00131,
1703686680310664448,0.94463,-0.16425,-0.00242,0.99712,0.00480,0.00519,-0.07554,-0.01279,0.00994,0.00185,
1703686680377252352,0.94390,-0.16316,-0.00323,0.99716,0.00373,0.00503,-0.07511,-0.01116,0.01530,0.00322,
1703686680443838464,0.94341,-0.16210,-0.00316,0.99715,0.00300,0.00492,-0.07517,-0.00878,0.01287,0.00162,
1703686680510423808,0.94305,-0.16144,-0.00310,0.99713,0.00220,0.00517,-0.07547,-0.00127,0.00789,0.00181,
1703686680577007104,0.94331,-0.16118,-0.00327,0.99718,0.00187,0.00531,-0.07480,0.00532,0.00548,-0.00065,
1703686680643589888,0.94380,-0.16068,-0.00342,0.99723,0.00160,0.00552,-0.07418,0.00840,0.00697,0.00103,
1703686680710170624,0.94423,-0.16031,-0.00336,0.99722,0.00110,0.00552,-0.07426,0.00379,0.00272,0.00151,
1703686680776751104,0.94434,-0.16035,-0.00321,0.99720,0.00084,0.00544,-0.07458,-0.00014,-0.00345,0.00281,
1703686680843344640,0.94406,-0.16049,-0.00338,0.99721,0.00094,0.00524,-0.07443,-0.00319,-0.00156,0.00413,
1703686680909942528,0.94384,-0.16045,-0.00306,0.99722,0.00090,0.00518,-0.07438,-0.00291,0.00250,0.00539,
1703686680976538624,0.94371,-0.16026,-0.00269,0.99722,0.00074,0.00512,-0.07432,-0.00087,0.00232,0.00559,
