1703686681043133952,0.94378,-0.16011,-0.00321,0.99722,0.00073,0.00498,-0.07430,0.00098,-0.00140,0.00349,
1703686681109728000,0.94387,-0.16024,-0.00319,0.99722,0.00082,0.00486,-0.07432,0.00091,-0.00208,0.00272,
1703686681176320000,0.94389,-0.16031,-0.00298,0.99722,0.00075,0.00487,-0.07439,-0.00038,0.00021,0.00351,
1703686681242911488,0.94383,-0.16025,-0.00275,0.99722,0.00063,0.00483,-0.07440,-0.00188,0.00090,0.00349,
1703686681309500672,0.94360,-0.16019,-0.00253,0.99721,0.00051,0.00472,-0.07447,-0.00457,0.00080,0.00365,
1703686681376089856,0.94332,-0.16015,-0.00228,0.99719,0.00055,0.00466,-0.07476,-0.00417,0.00152,0.00229,
1703686681442676480,0.94313,-0.15957,-0.00324,0.99708,0.00040,0.00421,-0.07627,-0.00385,0.00721,0.00194,
1703686681509263104,0.94282,-0.15882,-0.00329,0.99688,0.00055,0.00404,-0.07883,-0.00728,0.01513,-0.00572,
1703686681575846912,0.94202,-0.15770,-0.00400,0.99638,0.00222,0.00440,-0.08484,-0.02036,0.01857,-0.01874,
1703686681642430720,0.94028,-0.15694,-0.00527,0.99534,0.00282,0.00520,-0.09620,-0.03100,0.00442,-0.01694,
1703686681709012224,0.93814,-0.15704,-0.00641,0.99405,0.00363,0.00742,-0.10864,-0.03190,-0.00966,-0.01931,
1703686681775593472,0.93610,-0.15815,-0.00792,0.99289,0.00648,0.00989,-0.11841,-0.03143,-0.02116,-0.02417,
1703686681842188032,0.93394,-0.15970,-0.00912,0.99177,0.00957,0.01278,-0.12706,-0.03512,-0.02351,-0.01582,
1703686681908786688,0.93159,-0.16112,-0.01025,0.99066,0.01191,0.01526,-0.13496,-0.03614,-0.01603,-0.01650,
1703686681975383040,0.92904,-0.16175,-0.01141,0.98956,0.01471,0.01750,-0.14227,-0.04027,-0.00281,-0.01899,
1703686682041979136,0.92610,-0.16171,-0.01267,0.98849,0.01647,0.01923,-0.14918,-0.04910,0.00287,-0.01586,
1703686682108572672,0.92235,-0.16137,-0.01370,0.98721,0.01801,0.02051,-0.15708,-0.06271,0.00487,-0.01485,
1703686682175166464,0.91783,-0.16104,-0.01446,0.98589,0.01719,0.02154,-0.16510,-0.07183,0.00781,-0.00741,
1703686682241757440,0.91270,-0.15999,-0.01511,0.98443,0.01711,0.02211,-0.17354,-0.08191,0.02357,-0.00560,
